PULocationID,trip_count,avg_rpm,median_rpm,std_rpm,avg_revenue,avg_dist,cc_rate,airport_rate,cbd_rate,avg_tip_rate,rpm_cv
62,1011,7.581537728627134,5.853658536585367,6.441449812842253,27.935361028684472,5.4036003956478735,0.9920870425321464,0.0,0.004945598417408506,0.005638256141979512,0.8496231296877911
63,646,6.146044329221837,5.030864197530864,3.985568338539243,33.89659442724459,7.135061919504644,0.9922600619195047,0.0030959752321981426,0.009287925696594427,0.005978076590103089,0.6484769918741968
65,2146,8.06100931552317,6.6305290238217065,6.216075885533727,30.866654240447343,5.50076421248835,0.8462255358807083,0.008853681267474371,0.2847157502329916,0.146951745292583,0.7711287311830002
66,1494,7.863174619892942,7.040447637851219,3.590889283709684,29.686713520749663,4.688219544846051,0.8607764390896921,0.00535475234270415,0.45515394912985274,0.18195332833287106,0.45667169524954215
67,251,7.430692751334478,5.2,5.908835433655943,32.80517928286853,6.781593625498008,0.9920318725099602,0.0,0.0,0.004080886190796065,0.795193077064689
68,76806,13.07216823195155,11.666666666666666,6.771774699897106,23.512938442309196,2.5074108793583836,0.8872874515011848,0.009335208186860402,0.9887378590214306,0.2563696070870018,0.5180299533894649
69,1122,6.536917547707101,5.074626865671641,5.412136527660685,31.887566844919785,6.741916221033868,0.9598930481283422,0.0,0.004456327985739751,0.0011099244641590903,0.8279340359064272
70,7847,6.341083370646115,5.7794457274826785,4.1517028977757295,55.73443099273608,9.518363705874858,0.8884924174843889,0.854211800688161,0.5165031222123104,0.2371883722902076,0.6547308488317034
71,1453,8.07358163700376,5.9523809523809526,7.090551866982476,28.938499655884378,5.679139710942877,0.9986235375086029,0.0,0.0013764624913971094,0.0007699071391367709,0.8782411804055154
72,1644,7.890292898048189,5.813953488372094,7.022659578290169,28.83670316301703,5.68360097323601,0.9975669099756691,0.0,0.0012165450121654502,0.0008657185486870728,0.8900378818671426
74,7310,9.241245079974021,8.270042194092827,5.78719545865897,21.606424076607386,3.3736292749658,0.771545827633379,0.007797537619699042,0.06320109439124487,0.13603140899662344,0.6262354702831059
75,19630,10.533389933622223,9.607843137254903,5.541420317208491,20.499619969434537,2.801467651553744,0.8234335201222619,0.0065206316861946,0.1674477840040754,0.2057414775113799,0.5260813804604789
76,3618,6.708648571685699,5.090909090909091,5.270706477257651,32.909839690436705,6.8897208402432275,0.9958540630182421,0.0013819789939192924,0.001658374792703151,0.001201134831680836,0.7856584557884014
77,985,6.642742711723992,5.0,5.401079288339969,33.329340101522845,7.108304568527919,0.9969543147208122,0.0,0.0,0.0012093648681789106,0.813079705587186
78,630,5.523805618845258,4.404158215010142,4.277823965211809,35.1865873015873,8.213111111111111,0.9825396825396825,0.0015873015873015873,0.004761904761904762,0.00037009839917755914,0.7744341963477854
79,64973,12.346713744705268,11.013986013986015,6.4054855780128985,20.968261893401873,2.3389169347267327,0.9012666800055408,0.0049866867775845355,0.9931663921936804,0.25138396408822766,0.5188008493968534
